NOMBRE
1 Bis Amez y Argüelles
1 Bis Sur
1 Buena Vista
1 C
1 C (Privada del Sol)
1 Camelia
1 Carlos Mancilla
1 Carlos Manuel Rincón
1 Carmen Serdán
1 Casimiro del Valle
1 Casuarinas
1 Cazadores de Morelia
1 Celestino Gasca
1 Cerrada de Esteban Coronado
1 Cresencio Magaña
1 Cresencio Torres
1 Cuicacalli
1 D
1 D-1 (Villa Campanario)
1 Dimas Estrada
1 Domingo Ríos
1 Dos
1 E
1 Emiliano Zapata
1 Emilio Rosas
1 Enero
1 Enrique H. Arce
1 Epitación Huerta
1 Esteban Monroy
1 Eusebio García
1 F
1 Felipe Carrillo Puerto
1 Felipe Sánchez
1 Ferrotepec
1 Fincas
1 Francisco Flores Ornelas
1 Francisco Mena
1 Francisco Rivera
1 Fuerte de Guadalupe
1 Futbolistas
1 G
1 González Ortega
1 Guadalupe Magaña
1 H
1 H Interior
1 Heptano
1 Hundee
1 Ignacio Echegaray
1 Ignacio Manuel Altamirano
1 Ignacio Mejia
1 Inafo
1 Isidro Cámara
1 Jacinto Huitrón
1 Jesús Rodríguez
1 Joaquín Colombres
1 José Barragan Hernández
1 José M. Flores
1 José María Gutiérrez
1 José Palacios
1 Justiniano García
1 Lanceros de Oaxaca
1 Las Truchas
1 Leonardo Chávez
1 Leonardo Hernández
1 Lomas de Cocoyoc
1 Luis Araiza
1 Luis E. Mendieta
1 Luis Hidalgo Monroy
1 Luis Morones
1 Luis Rodríguez
1 Manuel Cuevas
1 Manuel Flores
1 Manzana A
1 Manzana B
1 Manzana C
1 Manzana D
1 Manzana E
1 Manzana F
1 Manzana G
1 Manzana H
1 Manzana I
1 Manzana J
1 Manzana K
1 Manzana L
1 Manzana M
1 Manzana N
1 Manzana O
1 Margaritas
1 Mayo
1 Miguel Ríos
1 Modesto Lechuga
1 Municipio Libre
1 Mártires Agraristas
1 Narciso Valdez
1 Nicolás Bravo
1 Norte
1 Norte (Amaranto Cañez)
1 Norte (Norte 17)
1 Norte A
1 Norte Albañiles
1 Norte Avenida del Trabajo
1 Norte B
1 Norte Del Trabajo
1 Norte Fuerza Aérea Mexicana
1 Norte Ignacio López Rayón
1 Norte José Antonio Alzate
1 Norte Manuel Lebrija
1 Norte Mosqueta
1 Norte Talleres Gráficos
1 Norte Xochimilco
1 Oriente
1 Oriente (Avenida del Trabajo)
1 Oriente Andrés Molina Enríquez
1 Oriente Anillo de Circunvalación
1 Oriente Boleo
1 Oriente Canal de Miramontes
1 Oriente Centenario
1 Oriente Cerro de las Torres
1 Oriente De la Viga
1 Oriente Ferrocarril Hidalgo
1 Oriente Ferrocarril Hidalgo (General Mariano Arista)
1 Oriente Vidal Alcocer
1 Oriente Vía Láctea
1 Pioquinto Roldán
1 Poniente
1 Poniente 44
1 Poniente Bucareli
1 Poniente Cuauhtémoc
1 Poniente Guerrero
1 Poniente México Coyoacán
1 Poniente Rosales
1 Poniente Vallejo
1 Primo Tapia
1 Puebla Sur
1 Rafael Quintero
1 Ricardo Jaime
1 Roberto Rodríguez
1 Rodolfo Aguirre
1 Rosendo Salazar
1 Sabadino Jaime
1 San Cristóbal La Calera
1 San Miguel
1 San Sebastián
1 Sebastián Varela
1 Soledad
1 Sur
1 Sur A
1 Sur B
1 Sur Bis
1 Sur Chapultepec
1 Sur Doctor Río de la Loza
1 Sur Francisco Morazán
1 Sur Fray Servando Teresa de Mier
1 Tarango
1 Tepeojuma
1 Toribio Rodríguez
1 Valle del Paraíso
1 Vicente Mendieta
1 Violeta
1 de Abril
1 de Azaleas
1 de Camelinas
1 de Carranza
1 de Diciembre
1 de Enero
1 de Febrero
1 de Junio
1 de Justo Sierra
1 de Marzo
1 de Mato
1 de Mayo
1 de Michate
1 de Noviembre
1 de Octubre
1 de Paisajes de Cocoyoc
1 de Septiembre
1 de Xilotzingo
1 de la 9
1 de la Sierra
1 del Ciprés
1 del Olmo
1 la Auricaria
1 Ángel Mazón
1 Ángel Pérez
1-A
10
10 (De las Margaritas)
10 (Luis Fuentes)
10 1/2
10 A
10 A Poniente
10 A Sur
10 B
10 B Poniente
10 B Sur
10 Bis
10 C
10 C Sur
10 Carmen Cardín Romero
10 Cda. Piedra Volcánica
10 D
10 De Mayo
10 Diagonal
10 E
10 Este
10 Gregorio Torres Quintero
10 Las Truchas
10 Maple
10 Mayo
10 Norte
10 Norte (Calzada de los Fuertes)
10 Norte (De los Fuertes)
10 Norte (María Flores)
10 Norte Bis
10 O.
10 Oriente
10 P.
10 Poniente
10 Sur
10 Sur (Del Ejido)
10 Sur Avenida Copilco
10 Sur Avenida Universidad
10 Sur Bis (Avenida)
10 Sur Canoa
10 Sur Pedro Henríquez Ureña
10 Sur Río de la Magdalena
10 Sur San Jerónimo
10 Sur Santa Catarina
10 Sur Universidad
10 de Abril
10 de Abril de 1859
10 de Abril de 1919
10 de Agosto
10 de Agosto Poniente
10 de Agosto de 1860
10 de Diciembre
10 de Enero
10 de Enero de 1518
10 de Febrero
10 de Febrero de 1950
10 de Julio
10 de Julio 1488
10 de Junio
10 de Marzo
10 de Marzo de 1911
10 de Mayo
10 de Noviembre
10 de Octubre
10 de Octubre (Conquistadores)
10 de Septiembre
10 ma. Priv. Kabah
10-A
10-B
10-C
100
100 A
100 Años
100 B
100 C
100 Norte
100 Oriente
100 Poniente
100 Sur
1000 del Distrito de Riego
101
101 A
101 A Oriente
101 C
101 Diagonal
101 Oriente
101 Poniente
101 de Calzada de la Viga
102
102 A
102 Norte
102 Oriente
102 Poniente
102 de Calzada de la Viga
102-A
103
103 A
103 A Oriente
103 A Poniente
103 Norte
103 Oriente
103 Poniente
103 de Oriente 160
104
104 A
104 Norte
104 Poniente
104 de Oriente 160
104-B
105
105 A
105 A Oriente
105 A Poniente
105 B Oriente
105 Bis
105 C Oriente
105 Diagonal
105 E
105 Norte
105 Oriente
105 Poniente
105 Sur
105 de Oriente 160
105-A
105-B
105-D
105-E
106
106 A
106 Norte
106 Oriente
106 de Oriente 160
107
107 A
107 A Oriente
107 A Poniente
107 B Oriente
107 B Poniente
107 Norte
107 Oriente
107 Poniente
107 de Río Churubusco
107-A
108
108 A
108 B
108 Norte
108 de Río Churubusco
109
109 A
109 A Oriente
109 A Poniente
109 B
109 B Oriente
109 B Poniente
109 C
109 D
109 E
109 F
109 Norte
109 Oaxactun
109 Oriente
109 Oriente (Yermo y Parres)
109 Poniente
109 de Río Churubusco
10A
10B
10a
10a Norte
10a Privada el Eucalipto
10a Sur
10a.
10ma Priv. Kabah
10ma Priv. el Limonero
10ma. Isla Capri
10ma. Isla Mujeres
11
11 (63)
11 (Andador 4 de Marzo)
11 (Plutarco Elías Calles)
11 A
11 A Sur
11 Aurora Cardin Romero
11 B
11 B Sur
11 Bis
11 C
11 D
11 Diagonal
11 E
11 Este
11 Las Olimpiadas
11 Norte
11 Norte (Francisco López)
11 Norte A Chilapa
11 Norte ó Constitución de 1917
11 Oriente
11 Poniente
11 Poniente (Doctor Luis Sánchez Domínguez)
11 Sur
11 Sur (Licenciado Andrés Quintana Roo)
11 Zapote
11 de Abril
11 de Agosto
11 de Agosto de 1859
11 de Diciembre
11 de Enero
11 de Enero de 1861
11 de Febrero
11 de Julio
11 de Junio
11 de Junio de 1935
11 de Marzo
11 de Marzo de 1830 (Hidalgo)
11 de Marzo de 1911
11 de Mayo
11 de Noviembre
11 de Noviembre Sur
11 de Octubre
11 de Septiembre
11-A
11-B
110
110 Norte
110 Sur
110 de Río Churubusco
110-A Sur
111
111 A
111 A Oriente
111 A Poniente
111 B Oriente
111 B Poniente
111 C Oriente
111 D Oriente
111 Norte
111 Oriente
111 Poniente
111 de Río Churubusco
112
112 (40)
112 A
113
113 A
113 Norte
113 Oriente
113 Poniente
114
114 A
114 I
114-A
115
115 A
115 A Oriente
115 Norte
115 Sur
116
116 A
116 B
116 Bis
116 C
117
117 (Akimpech)
117 Norte
117 Poniente
118
118 A
118 A (116)
119
119 (123)
119 A
119 Norte
119 Poniente
11A
11A.
11B
11B Poniente
11a
11a.
11a. Poniente Norte
11na Privada los Tules Ote
11va. Isla Capri
12
12 (10 E)
12 (14)
12 (26)
12 (Calle Ignacio Ramírez)
12 (Ramón Cardin Romero)
12 - A
12 A
12 A Poniente
12 A Sur
12 Artemio Alpizar Ruz
12 B
12 B Poniente
12 B Sur
12 C
12 C Sur
12 Cda. Piedra Volcánica
12 D
12 D Sur
12 DE Octubre 1492/1992
12 De Octubre
12 Diagonal
12 Discípulos
12 El Laurel
12 Este
12 Metros
12 Norte
12 Norte (Pilar Ortega)
12 Norte A
12 Norte Bis
12 O.
12 Oriente
12 P.
12 Poniente
12 Sur
12 Tarango
12 Yucatán
12 de Abril
12 de Abril (Fundadores)
12 de Agosto
12 de Diciembre
12 de Enero
12 de Febrero
12 de Febrero Oriente
12 de Febrero de 1917 Oriente
12 de Febrero de 1917 Poniente
12 de Julio
12 de Julio de 1859
12 de Junio
12 de Marzo
12 de Marzo de 1990
12 de Mayo
12 de Mayo de 1716
12 de Noviembre
12 de Octubre
12 de Octubre (De las Rosas)
12 de Octubre / 16 de Septiembre
12 de Octubre / A Amatlán
12 de Octubre Norte
12 de Octubre Oriente
12 de Octubre Poniente
12 de Octubre Sur
12 de Octubre de 1492
12 de Septiembre
12-A
12-B
12-C
120
120 A
120 Poniente
120 Sur
121
121 A
121 Norte
122
122 A
122 B
123
123 Norte
124
124 A
124 B
124 C
124 C-1
124 D
124 E
125
125 A
125 B
125 Norte
125 Sur
126
126 A
126 B
127
127 B
127 D
127 N
127 Norte
128
128 A
129
129 Norte
12A
12B
12C
12D
12F
12a
12a.
13
13 (Avenida Guadalupe Victoria)
13 (Guadalupe Victoria)
13 A
13 A Norte
13 A Sur
13 Adolfo Castilla Ceballos
13 Andador Aztecas
13 Ayuntamiento
13 B
13 B 1
13 B Norte
13 B Sur
13 C
13 C Sur
13 D
13 Diagonal
13 E
13 El Laurel
13 Este
13 F
13 Fuerte de Guadalupe
13 G
13 H
13 I
13 J
13 Jazmín
13 K
13 L
13 Luis Hidalgo Monroy (Cerrada Hidalgo)
13 M
13 N
13 Norte
13 Norte (Julio Velazco)
13 Norte A
13 Norte A Privada San Jerónimo
13 Norte Acapetlahuaya
13 Norte Coyuca de Catalán
13 O
13 Oriente
13 Orquídea
13 P
13 Poniente
13 Q
13 R
13 Sur
13 Sur Bis
13 de Abril
13 de Abril de 1920
13 de Agosto
13 de Diciembre
13 de Enero
13 de Febrero
13 de Febrero de 1855
13 de Julio
13 de Junio
13 de Junio Oriente
13 de Junio Poniente
13 de Marzo
13 de Marzo - Ent. (La Torreña - Brittingham)
13 de Mayo
13 de Mayo de 1878
13 de Mayo de 1914
13 de Noviembre
13 de Noviembre de 1463
13 de Octubre
13 de Septiembre
13 de Septiembre (2 de Abril)
13 de Septiembre de 1810
13 de Septiembre de 1843
13 de Septiembre de 1847
13-A
130
130 Norte
130 Sur
131
131 Poniente
132
132 A
133
134
135
135 Norte
135 Sur
136
137
138
138 (Coox Hanal)
138 A
138 A-1
138 B
138 B-1
138 C
138B Diagonal
139
13A
13a
13a Poniente Norte
13a.
13l
14
14 (20)
14 - B
14 1/2 Oriente
14 A
14 A Norte
14 A Poniente
14 A Sur
14 B
14 B Norte
14 B Poniente
14 B Sur
14 C
14 C Norte
14 C Sur
14 Casas del Arco
14 Cda. Piedra Volcánica
14 D Sur
14 D Sur (Arquitectos)
14 E Sur
14 F Sur
14 Febrero Poniente
14 Fuerte de Guadalupe
14 Norte
14 Norte (Amozoc - Teziutlán)
14 Norte (Oodham)
14 Norte Bis
14 O.
14 Oriente
14 P.
14 Poniente
14 Poniente (Turquesa)
14 Sur
14 Sur (Amozoc - Teziutlán)
14 Tarango
14 a Sur
14 de Abril
14 de Abril de 1816
14 de Agosto
14 de Diciembre
14 de Enero
14 de Febrero
14 de Julio
14 de Junio
14 de Junio / Primero de Mayo
14 de Marzo
14 de Mayo
14 de Noviembre
14 de Octubre
14 de Septiembre
14-A
14.5 Sur
140
140 A
140 C
140 D
140 Diagonal
140 Sur
1400
1400 (Lázaro Cárdenas del Río)
141
141 Poniente
142
143
144
145
145 A Poniente
145 Norte
145 Sur
146
146 C
147
147 Poniente
148
149
149-B
1492
14A
14A.
14a.
14va Privada El Laurel
15
15 (9)
15 (Andador 25)
15 (Avenida del Monasterio)
15 (José María Morelos)
15 - A
15 - B
15 -A
15 -B
15 A
15 A Norte
15 A Sur
15 B
15 B Norte
15 B Sur
15 Bis
15 Bis Sur
15 C
15 C Sur
15 D
15 De Septiembre
15 Diagonal
15 E
15 El Laurel
15 F
15 G
15 Girasol
15 H
15 I
15 J
15 Norte
15 Norte (Muni)
15 Norte B Acapetlahuaya
15 Norte Bis
15 Norte Ixcateopan
15 Norte Privada Petatlán
15 Oriente
15 Poniente
15 Septiembre
15 Sur
15 Sur (Avenida Juan Blanca)
15 Sur (Avenida)
15 Sur A
15 Sur Bis
15 Sur Bis (Avenida)
15 Sur Bis C (Avenida)
15 Zapote
15 de Abril
15 de Agosto
15 de Agosto de 1937
15 de Canal Nacional
15 de Diciembre
15 de Enero
15 de Enero A
15 de Febrero
15 de Julio
15 de Junio
15 de Junio de 1861
15 de Marzo
15 de Marzo (Camino Viejo)
15 de Mayo
15 de Mayo Oriente
15 de Mayo Poniente
15 de Noviembre
15 de Octubre
15 de Octubre de 1810
15 de Septiembre
15 de Septiembre Sur
15 de Septiembre de 1533
15 de Septiembre de 1810
15-A
15-B
15-a
150 (Las Sirenas)
150 Sur
151
152
152 (Aruba)
152 (Maeva)
153
154 (Mar Mau Misho)
155
156
156 (Osito)
157
158
159
15A
15a
15a Avenida
15a Norte
15a Sur
15a.
16
16 (2 A)
16 (32)
16 (Gustavo A. Terán)
16 (Las Tunas)
16 - A
16 A
16 A Sur
16 B
16 B Sur
16 Bis Norte
16 C
16 C Sur
16 D Sur
16 De Septiembre
16 De Septiembre de 1881
16 Diagonal
16 Este
16 Norte
16 Norte Bis
16 O.
16 Oriente
16 P.
16 Poniente
16 Septiembre
16 Sur
16 de Abril
16 de Agosto
16 de Diciembre
16 de Enero
16 de Enero 2 Sur
16 de Enero de 1869
16 de Enero de 1869 (Aldama)
16 de Enero de 1969
16 de Febrero
16 de Julio
16 de Julio de 1769
16 de Junio
16 de Junio del 2002
16 de Marzo
16 de Marzo de 1861
16 de Mayo
16 de Noviembre
16 de Noviembre de 1780
16 de Octubre
16 de Septiembre
16 de Septiembre (Avenida San Jerónimo)
16 de Septiembre (Callejón Número 2)
16 de Septiembre (Felipe de J. Robles Tovar)
16 de Septiembre (Felipe de Jesús Robles Tovar)
16 de Septiembre (Homero Espinoza)
16 de Septiembre (Poniente 3)
16 de Septiembre (Privada Insurgentes)
16 de Septiembre (Profesor Felipe de Jesús Robles Tovar)
16 de Septiembre - Santa Rosa
16 de Septiembre A Oriente
16 de Septiembre A Sur
16 de Septiembre B
16 de Septiembre B Oriente
16 de Septiembre B Sur
16 de Septiembre C Sur
16 de Septiembre Centro
16 de Septiembre D Sur
16 de Septiembre E Sur
16 de Septiembre I
16 de Septiembre II
16 de Septiembre Norte
16 de Septiembre Oeste
16 de Septiembre Oriente
16 de Septiembre Ote.
16 de Septiembre Poniente
16 de Septiembre Primera
16 de Septiembre Segunda
16 de Septiembre Sur
16 de Septiembre de 1810
16 de Septiembre o Matamoros
16 de Septiembre y Corregidora
16 de junio de 1866
16 de septiembre
16-A
16-C
160 B
160 C (Lagartos)
161
163
165
166
166 (Lipageva)
167
168
16A
16B
16N Zapata
16a.
16va Privada El Laurel
17
17 1/2 A.
17 A
17 A Diagonal
17 A Norte
17 A Oriente
17 A Sur
17 A-1
17 A-2
17 Ayuntamiento
17 B
17 B Diagonal
17 B Norte
17 B Oriente
17 B Sur
17 Bis Sur
17 C
17 C Diagonal
17 D
17 D Diagonal
17 Diagonal
17 E
17 Este
17 F
17 Gardenia
17 Norte
17 Norte (Juan de Dios F)
17 Norte A Acacias
17 Norte A Andador Acacias
17 Norte B
17 Norte B Andador Gardenias
17 Norte C Andador Azucenas
17 Norte Ciudad Altamirano
17 Norte D San Andrés
17 Norte E Andador Gladiolas
17 Norte F Andador Amapolas
17 Norte F Puerto de Acapulco
17 Norte G Cancún Quintana Roo
17 Norte G1 Puerto de Veracruz
17 Norte H Andador Orquídeas
17 Norte I Andador Coatzacoalcos
17 Norte K Zihuatanejo
17 Norte Puerto de Veracruz
17 Oriente
17 Poniente
17 Rosales
17 Sur
17 de Abril
17 de Agosto
17 de Diciembre
17 de Enero
17 de Febrero
17 de Julio
17 de Junio
17 de Marzo
17 de Marzo de 1980
17 de Mayo
17 de Noviembre
17 de Octubre
17 de Portes Gil
17 de Septiembre
17 los Bravo
17-A
17-A.
17-B
17-C
17-D
17-E
17.5
170
173
174
175
177
1782
17A
17A Diagonal
17A Poniente
17B
17B Poniente
17a.
17ma Privada El Laurel Ote
18
18 (Boulevard del Pescador)
18 A
18 A Norte
18 A Poniente
18 A Sur
18 B
18 B Sur
18 B-2
18 B-3
18 B1
18 Bis
18 C
18 D
18 Diagonal
18 E
18 Este
18 F
18 G
18 Marzo
18 Norte
18 Oriente
18 Poniente
18 Poniente o Diagonal 2 Oriente
18 Santa Matilde
18 Sur
18 Sur B
18 Sur Interior
18 de Abril
18 de Agosto
18 de Diciembre
18 de Enero
18 de Enero Norte
18 de Enero Sur
18 de Febrero
18 de Julio
18 de Julio Oriente
18 de Julio de 1872
18 de Junio
18 de Marzo
18 de Marzo (Bucareli)
18 de Marzo - Ciénega del Toro
18 de Marzo - E.C. Ciénega del Toro
18 de Marzo - Jesús Martínez Ross
18 de Marzo Oriente
18 de Mayo
18 de Noviembre
18 de Noviembre (Federal Puebla - Tehuacán)
18 de Noviembre de 1913
18 de Octubre
18 de Octubre Oriente
18 de Octubre Poniente
18 de Octubre de 1765
18 de Septiembre
18-A
18-B
18-C
180
1806
181
1810
1821
1824 Oriente
1835
1838
1843
1846
185
1850
1857
187
187 E
1872
1888
189
1894
1896
18A
18A.
18a.
18va Privada El Laurel
19
19 (31)
19 (35 Diagonal)
19 (Aquiles Serdán)
19 1
19 1.5
19 2
19 A
19 A Bis
19 A Diagonal
19 A Norte
19 A-1
19 A1
19 B
19 B Sur
19 Bis Sur
19 C
19 D
19 Diagonal
19 E
19 El Laurel
19 Este
19 F
19 Norte
19 Norte (Camino a Xalpatlaco)
19 Oriente
19 Oriente (Boulevard Niños Héroes)
19 Poniente
19 Sur
19 de Abril
19 de Agosto
19 de Diciembre
19 de Enero
19 de Febrero
19 de Febrero de 1812
19 de Julio
19 de Junio
19 de Marzo
19 de Mayo
19 de Noviembre
19 de Octubre
19 de Septiembre
19 de Septiembre Norte
19 de Septiembre Sur
19 der Marzo
19-A
19-B
19-B.
19-C
